ID,name,normalized_name,price,approximation,weight_unit,weight,quantity_left,category,query_string_ID,market_ID,created_at,updated_at
402959,Bona Vita Active Kváskový miniknäckebrot s paradajkami a syrom 100 g,bona vita active kvaskovy miniknackebrot s paradajkami a syrom 100 g,2.55,0,GRAMS,100.0,19,NEURČENÁ,2,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402960,GASTROCOOP Maces bezkvasové pečivo 500g,gastrocoop maces bezkvasove pecivo 500g,4.79,0,GRAMS,500.0,30,NEURČENÁ,2,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402961,Mini maces 40g,mini maces 40g,1.05,0,GRAMS,40.0,65,NEURČENÁ,2,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402962,Bona Vita Active Krehké rožteky s celozrnnou múkou 250 g,bona vita active krehke rozteky s celozrnnou mukou 250 g,2.29,0,GRAMS,250.0,31,NEURČENÁ,2,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402963,BonaVita Krehké plátky grahamové 70g,bonavita krehke platky grahamove 70g,0.72,0,GRAMS,70.0,51,NEURČENÁ,2,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402964,Bona Vita Active Krehké rožteky so špaldovou múkou 250 g,bona vita active krehke rozteky so spaldovou mukou 250 g,2.19,0,GRAMS,250.0,36,NEURČENÁ,2,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402965,Vepy Špaldové placky 100 g,vepy spaldove placky 100 g,1.99,0,GRAMS,100.0,34,NEURČENÁ,2,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402966,BILLA Sucháre 250g,billa suchare 250g,3.15,0,GRAMS,250.0,6,NEURČENÁ,2,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402967,Bona Vita Active Pšenično-ražný krehký suchár 180 g,bona vita active psenicno-razny krehky suchar 180 g,1.69,0,GRAMS,180.0,19,NEURČENÁ,2,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402968,Bona Vita Active Krehký suchár s celozrnnou múkou 180 g,bona vita active krehky suchar s celozrnnou mukou 180 g,1.69,0,GRAMS,180.0,31,NEURČENÁ,2,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402969,Marlenka Medová torta s vlašskými orechmi 800 g,marlenka medova torta s vlasskymi orechmi 800 g,13.49,0,GRAMS,800.0,12,NEURČENÁ,2,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402970,Marlenka Medová torta s kakaom 800 g,marlenka medova torta s kakaom 800 g,14.39,0,GRAMS,800.0,15,NEURČENÁ,2,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402971,Marlenka Medové guličky 235 g,marlenka medove gulicky 235 g,6.79,0,GRAMS,235.0,10,NEURČENÁ,2,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402972,Marlenka Medové guličky s kakaom 235 g,marlenka medove gulicky s kakaom 235 g,6.79,0,GRAMS,235.0,11,NEURČENÁ,2,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402973,Marlenka Napoleonky 6 ks 300 g,marlenka napoleonky 6 ks 300 g,7.99,0,GRAMS,300.0,9,NEURČENÁ,2,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402974,Bábovka mramorová 400g,babovka mramorova 400g,1.99,0,GRAMS,400.0,12,NEURČENÁ,2,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402975,PEZA Koláčik s náplňou malinovou 150 g,peza kolacik s naplnou malinovou 150 g,1.65,0,GRAMS,150.0,9,NEURČENÁ,2,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402976,BILLA Tiramisu torta 400g,billa tiramisu torta 400g,2.99,0,GRAMS,400.0,6,NEURČENÁ,2,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402977,Ježe kokosové 480g,jeze kokosove 480g,2.99,0,GRAMS,480.0,7,NEURČENÁ,2,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402978,DOBROTA Izidor rezy 340g,dobrota izidor rezy 340g,3.69,0,GRAMS,340.0,8,NEURČENÁ,2,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402979,ERVIN Dobošové rezy 400g,ervin dobosove rezy 400g,6.49,0,GRAMS,400.0,10,NEURČENÁ,2,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402980,ERVIN Šamrole 230g,ervin samrole 230g,4.55,0,GRAMS,230.0,5,NEURČENÁ,2,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402981,ERVIN Kokosky plnené 200g,ervin kokosky plnene 200g,2.59,0,GRAMS,200.0,4,NEURČENÁ,2,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402982,Grilážky 210g,grilazky 210g,3.19,0,GRAMS,210.0,10,NEURČENÁ,2,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402983,Mletý mäsový prípravok bravčový (cca 500g),mlety masovy pripravok bravcovy (cca 500g),3.39,0,NONE,500.0,17,NEURČENÁ,3,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402984,Mletý mäsový prípravok mix (cca 500g),mlety masovy pripravok mix (cca 500g),3.55,0,NONE,500.0,14,NEURČENÁ,3,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402985,VICI Losos procie bez kože 250g,vici losos procie bez koze 250g,5.99,0,GRAMS,250.0,22,NEURČENÁ,3,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402986,Mylord Divoký losos gorbuša filety 500 g,mylord divoky losos gorbusa filety 500 g,6.29,0,GRAMS,500.0,24,NEURČENÁ,3,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402987,KIMBEX Žralok steak 350g,kimbex zralok steak 350g,2.99,0,GRAMS,350.0,9,NEURČENÁ,3,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402988,KIMBEX Makrela pitvaná 800g,kimbex makrela pitvana 800g,4.99,0,GRAMS,800.0,9,NEURČENÁ,3,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402989,MYLORD Tuniak steak 237.5g,mylord tuniak steak 237.5g,4.99,0,NONE,237.0,13,NEURČENÁ,3,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402990,BILLA Bravčová šunka 100g,billa bravcova sunka 100g,1.89,0,GRAMS,100.0,91,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402991,BILLA Kuracia šunka 100g,billa kuracia sunka 100g,1.89,0,GRAMS,100.0,33,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402992,BILLA Morčacia šunka 100g,billa morcacia sunka 100g,1.89,0,GRAMS,100.0,33,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402993,BILLA Schwarzwaldská šunka 100g,billa schwarzwaldska sunka 100g,1.59,0,GRAMS,100.0,75,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402994,BILLA Extra jemná saláma 100g,billa extra jemna salama 100g,1.89,0,GRAMS,100.0,44,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402995,BILLA Debrecínska pečienka 150g,billa debrecinska pecienka 150g,2.99,0,GRAMS,150.0,10,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402996,BILLA Vidiecka šunka 100g,billa vidiecka sunka 100g,1.89,0,GRAMS,100.0,36,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402997,BILLA Toastová šunka 100g,billa toastova sunka 100g,1.89,0,GRAMS,100.0,17,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402998,BILLA Prosciutto crudo 90g,billa prosciutto crudo 90g,2.49,0,GRAMS,90.0,37,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
402999,BILLA PREMIUM Prosciutto di Parma 90g,billa premium prosciutto di parma 90g,4.39,0,GRAMS,90.0,6,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403000,BILLA Jamón serrano 80g,billa jamon serrano 80g,1.79,0,GRAMS,80.0,51,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403001,Berger Wellness bravčová šunka 100 g,berger wellness bravcova sunka 100 g,2.39,0,GRAMS,100.0,89,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403002,Berger Morčacia šunka - plátky 100 g,berger morcacia sunka - platky 100 g,2.49,0,GRAMS,100.0,49,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403003,Pečená šunka 100g,pecena sunka 100g,2.49,0,GRAMS,100.0,15,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403004,BERGER Wellness jemná saláma 100g,berger wellness jemna salama 100g,1.99,0,GRAMS,100.0,4,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403005,Jemná saláma 150g,jemna salama 150g,2.59,0,GRAMS,150.0,42,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403006,Jemná saláma 500g,jemna salama 500g,4.59,0,GRAMS,500.0,11,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403007,Pražská šunka 100g,prazska sunka 100g,1.99,0,GRAMS,100.0,7,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403008,Le & Co Morčacia šunka 100g,le & co morcacia sunka 100g,1.99,0,GRAMS,100.0,23,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403009,Le & Co Šunka špeciál 100G,le & co sunka special 100g,1.99,0,NONE,100.0,22,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403010,Le & Co Šunka dusená v pare 100g,le & co sunka dusena v pare 100g,1.99,0,GRAMS,100.0,15,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403011,Le & Co Šunka pre deti krájaná 100 g,le & co sunka pre deti krajana 100 g,1.65,0,GRAMS,100.0,13,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403012,Le & Co Kuracia šunka 200g,le & co kuracia sunka 200g,2.59,0,GRAMS,200.0,7,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403013,TAURIS Zipser šunka originál 250g,tauris zipser sunka original 250g,4.69,0,GRAMS,250.0,11,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403014,Sľub pioniera dusená šunka 100g,slub pioniera dusena sunka 100g,2.19,0,GRAMS,100.0,14,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403015,Jemná saláma 700g,jemna salama 700g,4.29,0,GRAMS,700.0,3,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403016,Mortadella Bologna IGP 150g,mortadella bologna igp 150g,2.59,0,GRAMS,150.0,4,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403017,Berto Karpaty šunka 100 g,berto karpaty sunka 100 g,2.09,0,GRAMS,100.0,4,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403018,CLEVER Šunková saláma 100g,clever sunkova salama 100g,1.19,0,GRAMS,100.0,12,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403019,CLEVER Bravčová šunka 100g,clever bravcova sunka 100g,0.93,0,GRAMS,100.0,18,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403020,CLEVER Lyonská saláma 200g,clever lyonska salama 200g,0.99,0,GRAMS,200.0,10,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403021,Berger Pikantná saláma 150g,berger pikantna salama 150g,2.59,0,GRAMS,150.0,8,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403022,Medvedík mortadella 90g,medvedik mortadella 90g,1.99,0,GRAMS,90.0,19,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403023,BERTO Macík jemná saláma 90g,berto macik jemna salama 90g,2.49,0,GRAMS,90.0,14,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403024,BILLA Nitran saláma 75g,billa nitran salama 75g,1.89,0,GRAMS,75.0,32,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403025,BILLA Malokarpatská saláma 75g,billa malokarpatska salama 75g,1.89,0,GRAMS,75.0,3,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403026,BILLA Lovecká saláma 75g,billa lovecka salama 75g,1.89,0,GRAMS,75.0,52,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403027,BILLA Pikador saláma 75g,billa pikador salama 75g,1.89,0,GRAMS,75.0,14,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403028,BILLA Salam Campagnolo 100g,billa salam campagnolo 100g,3.19,0,GRAMS,100.0,8,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403029,BILLA Salame Milano 120g,billa salame milano 120g,3.39,0,GRAMS,120.0,14,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403030,BILLA Chorizo 90g,billa chorizo 90g,2.19,0,GRAMS,90.0,9,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403031,Pick Zimná saláma. krájaná 70 g,pick zimna salama. krajana 70 g,3.29,0,GRAMS,70.0,5,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403032,Paprikáš saláma 75g,paprikas salama 75g,1.99,0,GRAMS,75.0,13,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403033,Kostelecké Uzeniny Kostelecký uherák 0.100 kg,kostelecke uzeniny kostelecky uherak 0.100 kg,2.49,0,GRAMS,100.0,19,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403034,Malokarpatská saláma 75g,malokarpatska salama 75g,1.99,0,GRAMS,75.0,23,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403035,Malokarpatská saláma 490g,malokarpatska salama 490g,6.49,0,GRAMS,490.0,6,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403036,BILLA Lovecká saláma 500g,billa lovecka salama 500g,3.99,0,GRAMS,500.0,15,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403037,Kostelecké Uzeniny Premium Kostelecký uherák 380 g,kostelecke uzeniny premium kostelecky uherak 380 g,6.59,0,GRAMS,380.0,9,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403038,Kostelecké Uzeniny Premium Křemešník 380 g,kostelecke uzeniny premium kremesnik 380 g,6.59,0,GRAMS,380.0,10,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403039,KMOTR Kmotrova vysočina 300g,kmotr kmotrova vysocina 300g,3.55,0,GRAMS,300.0,16,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403040,BILLA Fuet extra 170g,billa fuet extra 170g,2.69,0,GRAMS,170.0,34,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403041,BILLA Oravská slanina 200g,billa oravska slanina 200g,2.69,0,GRAMS,200.0,25,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403042,BILLA Anglická slanina 200g,billa anglicka slanina 200g,2.69,0,GRAMS,200.0,20,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403043,Oravská slanina 200 g,oravska slanina 200 g,2.49,0,GRAMS,200.0,63,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403044,Anglická slanina špeciál 200 g,anglicka slanina special 200 g,3.49,0,GRAMS,200.0,44,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403045,CLEVER Anglická slanina 100g,clever anglicka slanina 100g,1.19,0,GRAMS,100.0,53,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403046,Mecom Bacon bok 200 g,mecom bacon bok 200 g,3.59,0,GRAMS,200.0,8,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403047,BILLA Slaninové kocky 250g,billa slaninove kocky 250g,2.99,0,GRAMS,250.0,15,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403048,CLEVER Bravčové párky 200g,clever bravcove parky 200g,1.19,0,GRAMS,200.0,26,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403049,BILLA Viedenské minipárky 250g,billa viedenske miniparky 250g,3.49,0,GRAMS,250.0,11,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403050,BILLA Spišské párky 250g,billa spisske parky 250g,2.99,0,GRAMS,250.0,8,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403051,Tauris Zipser párky originál 500 g,tauris zipser parky original 500 g,8.29,0,GRAMS,500.0,10,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403052,Tauris Zipser párky originál 0.165 kg,tauris zipser parky original 0.165 kg,3.25,0,GRAMS,165.0,16,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403053,Matelkové párky 250g,matelkove parky 250g,3.99,0,GRAMS,250.0,6,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403054,Bilbo Viedenské párky pre deti 0.300 kg,bilbo viedenske parky pre deti 0.300 kg,3.59,0,GRAMS,300.0,24,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403055,Kostelecké Uzeniny Poctivý viedenský párok pre deti 0.180 kg,kostelecke uzeniny poctivy viedensky parok pre deti 0.180 kg,3.69,0,GRAMS,180.0,12,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403056,Berto Poctivé párky 180 g,berto poctive parky 180 g,2.99,0,GRAMS,180.0,14,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403057,PODRACKÉ VIRŠLE 180G,podracke virsle 180g,2.99,0,NONE,180.0,10,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403058,Greisinger Debrecínske párky 360g,greisinger debrecinske parky 360g,4.99,0,GRAMS,360.0,17,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403059,Frankfurtské párky 3ks 375g,frankfurtske parky 3ks 375g,4.99,0,GRAMS,375.0,15,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403060,PICK Frankfurtské párky 180g,pick frankfurtske parky 180g,2.49,0,GRAMS,180.0,15,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403061,Mecom Berlínske párky 220 g,mecom berlinske parky 220 g,2.59,0,GRAMS,220.0,18,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403062,Gašparík Detské párky,gasparik detske parky,2.69,0,NONE,-1,7,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403063,Hydinové párky 1kg,hydinove parky 1kg,3.99,0,GRAMS,1000.0,9,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403064,Medvedík párky 180g,medvedik parky 180g,2.99,0,GRAMS,180.0,26,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403065,Greisinger Mini Berner Würstel mini bravčové párky so syrom obalené v plátkoch slaniny 0.250 kg,greisinger mini berner wurstel mini bravcove parky so syrom obalene v platkoch slaniny 0.250 kg,2.99,0,GRAMS,250.0,9,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403066,Greisinger Berner Würstel bravčové párky so syrom obalené v plátkoch slaniny 0.300 kg,greisinger berner wurstel bravcove parky so syrom obalene v platkoch slaniny 0.300 kg,3.39,0,GRAMS,300.0,34,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403067,BILLA Kráľovská klobása 580g,billa kralovska klobasa 580g,5.99,0,GRAMS,580.0,13,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403068,BILLA Čabajská klobása 250g,billa cabajska klobasa 250g,4.39,0,GRAMS,250.0,15,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403069,BILLA PREMIMUM Mangalica klobása pár 280g,billa premimum mangalica klobasa par 280g,4.19,0,GRAMS,280.0,12,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403070,Kmotr Kmotrova klobása trio 75 g,kmotr kmotrova klobasa trio 75 g,1.99,0,GRAMS,75.0,7,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403071,MECOM Čabajská suchá klobása 75g,mecom cabajska sucha klobasa 75g,2.39,0,GRAMS,75.0,14,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403072,Stastnik Mini klobásky á la kabanos 70 g,stastnik mini klobasky a la kabanos 70 g,1.59,0,GRAMS,70.0,10,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403073,STASTNIK Morčasie mini klobásky 70g,stastnik morcasie mini klobasky 70g,1.59,0,GRAMS,70.0,17,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403074,MECOM Naša slovenská gombasecká klobása 230g,mecom nasa slovenska gombasecka klobasa 230g,3.15,0,GRAMS,230.0,9,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403075,GYULAI Klobása nárez 80g,gyulai klobasa narez 80g,2.59,0,GRAMS,80.0,19,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403076,BERTO Karpatská klobása 450g,berto karpatska klobasa 450g,8.09,0,GRAMS,450.0,5,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403077,Greisinger Snack ostré bravčové klobásky 0.080 kg,greisinger snack ostre bravcove klobasky 0.080 kg,2.69,0,GRAMS,80.0,6,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403078,Pick Pickstick Snack lahôdková klobáska 60 g,pick pickstick snack lahodkova klobaska 60 g,2.09,0,GRAMS,60.0,11,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403079,Pick Pickstick Snack štipľavá klobáska 60 g,pick pickstick snack stiplava klobaska 60 g,2.09,0,GRAMS,60.0,8,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403080,BEEF JERKY Original 25g,beef jerky original 25g,2.99,0,GRAMS,25.0,21,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403081,BEEF JERKY Sweet & hot 25g,beef jerky sweet & hot 25g,2.99,0,GRAMS,25.0,25,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403082,BEEF JERKY Teriyaki 25g,beef jerky teriyaki 25g,2.99,0,GRAMS,25.0,19,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403083,BEEF JERKY Original 60g,beef jerky original 60g,5.49,0,GRAMS,60.0,13,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403084,BEEF JERKY Sweet & hot 60g,beef jerky sweet & hot 60g,5.49,0,GRAMS,60.0,20,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403085,BEEF JERKY Teriyaki 60g,beef jerky teriyaki 60g,5.49,0,GRAMS,60.0,20,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403086,Beef Biltong original 60g,beef biltong original 60g,5.49,0,GRAMS,60.0,20,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403087,PRETO Ryba Žilina Treska Exklusiv 200 g,preto ryba zilina treska exklusiv 200 g,2.59,0,GRAMS,200.0,21,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403088,PRETO Ryba Žilina Treska Exklusiv 140 g,preto ryba zilina treska exklusiv 140 g,0.85,0,GRAMS,140.0,109,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403089,Ryba Košice Treska treskoslovenská v majonéze 140 g,ryba kosice treska treskoslovenska v majoneze 140 g,1.79,0,GRAMS,140.0,34,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403090,PRETO Ryba Žilina Treska Exklusiv 400 g,preto ryba zilina treska exklusiv 400 g,4.49,0,GRAMS,400.0,4,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403091,Ryba More Zdravia Treska v majonéze Exklusiv 140 g,ryba more zdravia treska v majoneze exklusiv 140 g,1.69,0,GRAMS,140.0,18,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403092,PRETO Ryba Žilina treska v majonéze 140g,preto ryba zilina treska v majoneze 140g,0.89,0,GRAMS,140.0,20,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403093,PRETO Ryba Žilina Rybí šalát Exklusiv 140 g,preto ryba zilina rybi salat exklusiv 140 g,1.55,0,GRAMS,140.0,7,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403094,Ryba Košice Treska treskoslovenská v majonéze 360 g,ryba kosice treska treskoslovenska v majoneze 360 g,4.49,0,GRAMS,360.0,13,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403095,Parížsky šalát 500g,parizsky salat 500g,4.59,0,GRAMS,500.0,5,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403096,Vlašský šalát 500g,vlassky salat 500g,2.99,0,GRAMS,500.0,7,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403097,Lahôdkový šalát 400g,lahodkovy salat 400g,3.69,0,GRAMS,400.0,6,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403098,Zemiakový šalát 400g,zemiakovy salat 400g,2.69,0,GRAMS,400.0,4,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403099,PRETO Radoma Šalát Á la krab 140 g,preto radoma salat a la krab 140 g,1.35,0,GRAMS,140.0,20,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403100,BILLA Bryndzová nátierka 140g,billa bryndzova natierka 140g,2.19,0,GRAMS,140.0,19,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403101,BILLA Tuniaková nátierka 140g,billa tuniakova natierka 140g,2.19,0,GRAMS,140.0,5,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403102,BILLA Oškvarková nátierka 140g,billa oskvarkova natierka 140g,2.19,0,GRAMS,140.0,13,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403103,Cesnaková nátierka 150g,cesnakova natierka 150g,2.29,0,GRAMS,150.0,9,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403104,ŠMAK Cesnakovo-syrová nátierka 144g,smak cesnakovo-syrova natierka 144g,1.99,0,GRAMS,144.0,20,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403105,ŠMAK Nátierka šmak 130g,smak natierka smak 130g,1.99,0,GRAMS,130.0,12,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
403106,ŠMAK Vajcová nátierka 130g,smak vajcova natierka 130g,1.99,0,GRAMS,130.0,22,NEURČENÁ,4,1,2024-05-02 19:01:00,2024-05-02 19:01:08
